,QuestionID,Question,GivenAnswer,Model,Program,Output,ExactMatch,Failed,Time(s),PromptTokens,CompletionTokens,RawPrompt,RawResponse,Exception
10,1,"Weng earns $12 an hour for babysitting. Yesterday, she just did 50 minutes of babysitting. How much did she earn?",10,llama3.1,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
11,1,"Weng earns $12 an hour for babysitting. Yesterday, she just did 50 minutes of babysitting. How much did she earn?",10,llama3.1,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
12,2,"Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?",5,llama2,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
13,2,"Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?",5,llama2,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
14,2,"Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?",5,llama3,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
15,2,"Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?",5,llama3,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
16,2,"Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?",5,llama3.1,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
17,2,"Betty is saving money for a new wallet which costs $100. Betty has only half of the money she needs. Her parents decided to give her $15 for that purpose, and her grandparents twice as much as her parents. How much more money does Betty need to buy the wallet?",5,llama3.1,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
18,3,"Julie is reading a 120-page book. Yesterday, she was able to read 12 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?",42,llama2,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
19,3,"Julie is reading a 120-page book. Yesterday, she was able to read 12 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?",42,llama2,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
20,3,"Julie is reading a 120-page book. Yesterday, she was able to read 12 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?",42,llama3,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
21,3,"Julie is reading a 120-page book. Yesterday, she was able to read 12 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?",42,llama3,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
22,3,"Julie is reading a 120-page book. Yesterday, she was able to read 12 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?",42,llama3.1,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
23,3,"Julie is reading a 120-page book. Yesterday, she was able to read 12 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?",42,llama3.1,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
24,4,James writes a 3-page letter to 2 different friends twice a week.  How many pages does he write a year?,624,llama2,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
25,4,James writes a 3-page letter to 2 different friends twice a week.  How many pages does he write a year?,624,llama2,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
26,4,James writes a 3-page letter to 2 different friends twice a week.  How many pages does he write a year?,624,llama3,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
27,4,James writes a 3-page letter to 2 different friends twice a week.  How many pages does he write a year?,624,llama3,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
28,4,James writes a 3-page letter to 2 different friends twice a week.  How many pages does he write a year?,624,llama3.1,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
29,4,James writes a 3-page letter to 2 different friends twice a week.  How many pages does he write a year?,624,llama3.1,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
30,5,"Mark has a garden with flowers. He planted plants of three different colors in it. Ten of them are yellow, and there are 80% more of those in purple. There are only 25% as many green flowers as there are yellow and purple flowers. How many flowers does Mark have in his garden?",35,llama2,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
31,5,"Mark has a garden with flowers. He planted plants of three different colors in it. Ten of them are yellow, and there are 80% more of those in purple. There are only 25% as many green flowers as there are yellow and purple flowers. How many flowers does Mark have in his garden?",35,llama2,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
32,5,"Mark has a garden with flowers. He planted plants of three different colors in it. Ten of them are yellow, and there are 80% more of those in purple. There are only 25% as many green flowers as there are yellow and purple flowers. How many flowers does Mark have in his garden?",35,llama3,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
33,5,"Mark has a garden with flowers. He planted plants of three different colors in it. Ten of them are yellow, and there are 80% more of those in purple. There are only 25% as many green flowers as there are yellow and purple flowers. How many flowers does Mark have in his garden?",35,llama3,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
34,5,"Mark has a garden with flowers. He planted plants of three different colors in it. Ten of them are yellow, and there are 80% more of those in purple. There are only 25% as many green flowers as there are yellow and purple flowers. How many flowers does Mark have in his garden?",35,llama3.1,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
35,5,"Mark has a garden with flowers. He planted plants of three different colors in it. Ten of them are yellow, and there are 80% more of those in purple. There are only 25% as many green flowers as there are yellow and purple flowers. How many flowers does Mark have in his garden?",35,llama3.1,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
36,6,"Albert is wondering how much pizza he can eat in one day. He buys 2 large pizzas and 2 small pizzas. A large pizza has 16 slices and a small pizza has 8 slices. If he eats it all, how many pieces does he eat that day?",48,llama2,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
37,6,"Albert is wondering how much pizza he can eat in one day. He buys 2 large pizzas and 2 small pizzas. A large pizza has 16 slices and a small pizza has 8 slices. If he eats it all, how many pieces does he eat that day?",48,llama2,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
38,6,"Albert is wondering how much pizza he can eat in one day. He buys 2 large pizzas and 2 small pizzas. A large pizza has 16 slices and a small pizza has 8 slices. If he eats it all, how many pieces does he eat that day?",48,llama3,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
39,6,"Albert is wondering how much pizza he can eat in one day. He buys 2 large pizzas and 2 small pizzas. A large pizza has 16 slices and a small pizza has 8 slices. If he eats it all, how many pieces does he eat that day?",48,llama3,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
40,6,"Albert is wondering how much pizza he can eat in one day. He buys 2 large pizzas and 2 small pizzas. A large pizza has 16 slices and a small pizza has 8 slices. If he eats it all, how many pieces does he eat that day?",48,llama3.1,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
41,6,"Albert is wondering how much pizza he can eat in one day. He buys 2 large pizzas and 2 small pizzas. A large pizza has 16 slices and a small pizza has 8 slices. If he eats it all, how many pieces does he eat that day?",48,llama3.1,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
42,7,"Ken created a care package to send to his brother, who was away at boarding school.  Ken placed a box on a scale, and then he poured into the box enough jelly beans to bring the weight to 2 pounds.  Then, he added enough brownies to cause the weight to triple.  Next, he added another 2 pounds of jelly beans.  And finally, he added enough gummy worms to double the weight once again.  What was the final weight of the box of goodies, in pounds?",16,llama2,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
43,7,"Ken created a care package to send to his brother, who was away at boarding school.  Ken placed a box on a scale, and then he poured into the box enough jelly beans to bring the weight to 2 pounds.  Then, he added enough brownies to cause the weight to triple.  Next, he added another 2 pounds of jelly beans.  And finally, he added enough gummy worms to double the weight once again.  What was the final weight of the box of goodies, in pounds?",16,llama2,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
44,7,"Ken created a care package to send to his brother, who was away at boarding school.  Ken placed a box on a scale, and then he poured into the box enough jelly beans to bring the weight to 2 pounds.  Then, he added enough brownies to cause the weight to triple.  Next, he added another 2 pounds of jelly beans.  And finally, he added enough gummy worms to double the weight once again.  What was the final weight of the box of goodies, in pounds?",16,llama3,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
45,7,"Ken created a care package to send to his brother, who was away at boarding school.  Ken placed a box on a scale, and then he poured into the box enough jelly beans to bring the weight to 2 pounds.  Then, he added enough brownies to cause the weight to triple.  Next, he added another 2 pounds of jelly beans.  And finally, he added enough gummy worms to double the weight once again.  What was the final weight of the box of goodies, in pounds?",16,llama3,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
46,7,"Ken created a care package to send to his brother, who was away at boarding school.  Ken placed a box on a scale, and then he poured into the box enough jelly beans to bring the weight to 2 pounds.  Then, he added enough brownies to cause the weight to triple.  Next, he added another 2 pounds of jelly beans.  And finally, he added enough gummy worms to double the weight once again.  What was the final weight of the box of goodies, in pounds?",16,llama3.1,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
47,7,"Ken created a care package to send to his brother, who was away at boarding school.  Ken placed a box on a scale, and then he poured into the box enough jelly beans to bring the weight to 2 pounds.  Then, he added enough brownies to cause the weight to triple.  Next, he added another 2 pounds of jelly beans.  And finally, he added enough gummy worms to double the weight once again.  What was the final weight of the box of goodies, in pounds?",16,llama3.1,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
48,8,"Alexis is applying for a new job and bought a new set of business clothes to wear to the interview. She went to a department store with a budget of $200 and spent $30 on a button-up shirt, $46 on suit pants, $38 on a suit coat, $11 on socks, and $18 on a belt. She also purchased a pair of shoes, but lost the receipt for them. She has $16 left from her budget. How much did Alexis pay for the shoes?",41,llama2,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
49,8,"Alexis is applying for a new job and bought a new set of business clothes to wear to the interview. She went to a department store with a budget of $200 and spent $30 on a button-up shirt, $46 on suit pants, $38 on a suit coat, $11 on socks, and $18 on a belt. She also purchased a pair of shoes, but lost the receipt for them. She has $16 left from her budget. How much did Alexis pay for the shoes?",41,llama2,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
50,8,"Alexis is applying for a new job and bought a new set of business clothes to wear to the interview. She went to a department store with a budget of $200 and spent $30 on a button-up shirt, $46 on suit pants, $38 on a suit coat, $11 on socks, and $18 on a belt. She also purchased a pair of shoes, but lost the receipt for them. She has $16 left from her budget. How much did Alexis pay for the shoes?",41,llama3,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
51,8,"Alexis is applying for a new job and bought a new set of business clothes to wear to the interview. She went to a department store with a budget of $200 and spent $30 on a button-up shirt, $46 on suit pants, $38 on a suit coat, $11 on socks, and $18 on a belt. She also purchased a pair of shoes, but lost the receipt for them. She has $16 left from her budget. How much did Alexis pay for the shoes?",41,llama3,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
52,8,"Alexis is applying for a new job and bought a new set of business clothes to wear to the interview. She went to a department store with a budget of $200 and spent $30 on a button-up shirt, $46 on suit pants, $38 on a suit coat, $11 on socks, and $18 on a belt. She also purchased a pair of shoes, but lost the receipt for them. She has $16 left from her budget. How much did Alexis pay for the shoes?",41,llama3.1,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
53,8,"Alexis is applying for a new job and bought a new set of business clothes to wear to the interview. She went to a department store with a budget of $200 and spent $30 on a button-up shirt, $46 on suit pants, $38 on a suit coat, $11 on socks, and $18 on a belt. She also purchased a pair of shoes, but lost the receipt for them. She has $16 left from her budget. How much did Alexis pay for the shoes?",41,llama3.1,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
54,9,"Tina makes $18.00 an hour.  If she works more than 8 hours per shift, she is eligible for overtime, which is paid by your hourly wage + 1/2 your hourly wage.  If she works 10 hours every day for 5 days, how much money does she make?",990,llama2,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
55,9,"Tina makes $18.00 an hour.  If she works more than 8 hours per shift, she is eligible for overtime, which is paid by your hourly wage + 1/2 your hourly wage.  If she works 10 hours every day for 5 days, how much money does she make?",990,llama2,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
56,9,"Tina makes $18.00 an hour.  If she works more than 8 hours per shift, she is eligible for overtime, which is paid by your hourly wage + 1/2 your hourly wage.  If she works 10 hours every day for 5 days, how much money does she make?",990,llama3,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
57,9,"Tina makes $18.00 an hour.  If she works more than 8 hours per shift, she is eligible for overtime, which is paid by your hourly wage + 1/2 your hourly wage.  If she works 10 hours every day for 5 days, how much money does she make?",990,llama3,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
58,9,"Tina makes $18.00 an hour.  If she works more than 8 hours per shift, she is eligible for overtime, which is paid by your hourly wage + 1/2 your hourly wage.  If she works 10 hours every day for 5 days, how much money does she make?",990,llama3.1,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
59,9,"Tina makes $18.00 an hour.  If she works more than 8 hours per shift, she is eligible for overtime, which is paid by your hourly wage + 1/2 your hourly wage.  If she works 10 hours every day for 5 days, how much money does she make?",990,llama3.1,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
60,10,"A deep-sea monster rises from the waters once every hundred years to feast on a ship and sate its hunger. Over three hundred years, it has consumed 847 people. Ships have been built larger over time, so each new ship has twice as many people as the last ship. How many people were on the ship the monster ate in the first hundred years?",121,llama2,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
61,10,"A deep-sea monster rises from the waters once every hundred years to feast on a ship and sate its hunger. Over three hundred years, it has consumed 847 people. Ships have been built larger over time, so each new ship has twice as many people as the last ship. How many people were on the ship the monster ate in the first hundred years?",121,llama2,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
62,10,"A deep-sea monster rises from the waters once every hundred years to feast on a ship and sate its hunger. Over three hundred years, it has consumed 847 people. Ships have been built larger over time, so each new ship has twice as many people as the last ship. How many people were on the ship the monster ate in the first hundred years?",121,llama3,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
63,10,"A deep-sea monster rises from the waters once every hundred years to feast on a ship and sate its hunger. Over three hundred years, it has consumed 847 people. Ships have been built larger over time, so each new ship has twice as many people as the last ship. How many people were on the ship the monster ate in the first hundred years?",121,llama3,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
64,10,"A deep-sea monster rises from the waters once every hundred years to feast on a ship and sate its hunger. Over three hundred years, it has consumed 847 people. Ships have been built larger over time, so each new ship has twice as many people as the last ship. How many people were on the ship the monster ate in the first hundred years?",121,llama3.1,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
65,10,"A deep-sea monster rises from the waters once every hundred years to feast on a ship and sate its hunger. Over three hundred years, it has consumed 847 people. Ships have been built larger over time, so each new ship has twice as many people as the last ship. How many people were on the ship the monster ate in the first hundred years?",121,llama3.1,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
66,11,"Tobias is buying a new pair of shoes that costs $95. He has been saving up his money each month for the past three months. He gets a $5 allowance a month. He also mows lawns and shovels driveways. He charges $15 to mow a lawn and $7 to shovel. After buying the shoes, he has $15 in change. If he mows 4 lawns, how many driveways did he shovel?",5,llama2,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
67,11,"Tobias is buying a new pair of shoes that costs $95. He has been saving up his money each month for the past three months. He gets a $5 allowance a month. He also mows lawns and shovels driveways. He charges $15 to mow a lawn and $7 to shovel. After buying the shoes, he has $15 in change. If he mows 4 lawns, how many driveways did he shovel?",5,llama2,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
68,11,"Tobias is buying a new pair of shoes that costs $95. He has been saving up his money each month for the past three months. He gets a $5 allowance a month. He also mows lawns and shovels driveways. He charges $15 to mow a lawn and $7 to shovel. After buying the shoes, he has $15 in change. If he mows 4 lawns, how many driveways did he shovel?",5,llama3,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
69,11,"Tobias is buying a new pair of shoes that costs $95. He has been saving up his money each month for the past three months. He gets a $5 allowance a month. He also mows lawns and shovels driveways. He charges $15 to mow a lawn and $7 to shovel. After buying the shoes, he has $15 in change. If he mows 4 lawns, how many driveways did he shovel?",5,llama3,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
70,11,"Tobias is buying a new pair of shoes that costs $95. He has been saving up his money each month for the past three months. He gets a $5 allowance a month. He also mows lawns and shovels driveways. He charges $15 to mow a lawn and $7 to shovel. After buying the shoes, he has $15 in change. If he mows 4 lawns, how many driveways did he shovel?",5,llama3.1,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
71,11,"Tobias is buying a new pair of shoes that costs $95. He has been saving up his money each month for the past three months. He gets a $5 allowance a month. He also mows lawns and shovels driveways. He charges $15 to mow a lawn and $7 to shovel. After buying the shoes, he has $15 in change. If he mows 4 lawns, how many driveways did he shovel?",5,llama3.1,Jac,,False,True,0,0,0,,[],FileNotFoundError: [Errno 2] No such file or directory: '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/jac_llama_impl.jac'
72,12,Randy has 60 mango trees on his farm. He also has 5 less than half as many coconut trees as mango trees. How many trees does Randy have in all on his farm?,85,llama2,DSPy,,False,True,0,0,0,,[],python: can't open file '/home/jayanaka-98/Repos/mtllm-evaluation/tested_code/gsm8k/dspy_llama_single_trial.py': [Errno 2] No such file or directory
